,content,time,forward,comment,like,VIP,link
49,#辽宁新增1例新冠肺炎#新增丹东1例，据说是国外回来的​​​,20-3-1 12:23,2,12,7,1,1
50,传屠呦呦再次落选两院院士。无论真假，中国的体系有严重地问题。 ​​​,20-3-1 02:10,0,0,2,1,0
51,非常遗憾，屠呦呦落选院士！​2019年，屠呦呦获得共和国勋章；2015年，屠呦呦获得诺贝尔生物学奖。​在今年院士评选中落选，好在屠呦呦本人不在乎，评选委员会给出三个落选理由：1.没有留洋背景；2.没有博士学位；3.没有发表足够数量的论文。​高福发表论文450多篇，钟南山院士发布论文220多篇。​她与她的青蒿素功在当代，利在千秋，她为祖国的中医药事业做出了卓越成就；她造福了全人类，可以彪炳史册；她被BBC评选为“20世纪最伟大的科学家，可以与爱因斯坦，居里夫人齐名”。​屠呦呦落选，您怎么看？,20-2-26 21:53,190,936,885,1,0
52,我们的院士制度就是个笑话，它配不上屠呦呦先生。《非常遗憾，屠呦呦再次落选院士！诺贝尔奖却配不上院士？》屠呦呦是世界顶级女科学家，于2011年9月，发现青蒿素，有效降低疟疾病患者的死亡率，拯救了世界上数百万人的性命。网页链接​​​,20-2-29 13:08,17,14,35,1,1
53,经典可以传世的笑话 只是很难让人笑的出来屠呦呦再次落选院士2020年的两院院士评选，评选委员会给出的落选理由是1、没有留洋背景，2、没有博士学位，3、没有足够的论文。再看看国外，在英国BBC“20世纪最伟大的科学家”的评选中，屠呦呦和爱因斯坦、图灵等科学家一同入选，BBC给出的三大入选理由：1、在艰难时刻仍然秉持科学理想，2、砥砺前行亦不忘回望过去，3、她的成就跨越东西。原文已被删昆明,20-2-29 14:22,3,4,9,0,1
54,【有趣的一件事】◎屠呦呦与爱因斯坦、图灵等，入选了20世纪最伟大的科学家。理由:“如果用拯救多少人的生命来衡量伟大程度，那么屠呦呦无疑是史上最伟大的科学家之一！”​◎昨天，屠呦呦第四次申请中科院院士又落选了。​理由：无海外留学经历，博士学位，无一定数量的论文。​◎结论:除去留洋和学位，诺贝尔奖获得者的写作业功夫还真不如科学院某些院士。,20-2-26 21:19,6,26,34,0,0
55,罗昌平：新冠疫情以来，几位院士丑态百出：有的谎话连篇，有的如门外汉，有的客串公关念错稿子，感觉院士名额就是各种既利集团分猪肉一样得来的。屠呦呦先生拿过诺贝尔医学奖，虽说科研经费分配可能吃亏，但晚节比头衔更重要，不要也罢！ ​​​,20-2-29 20:10,17,19,65,0,0
56,遗憾的是，屠呦呦又一次落选院士。很多人却不知道在这之前她做出了什么样的成绩！中国首位诺贝尔生理学和医学奖得主，屠呦呦率领的团队，骄傲地向全世界宣布，新一代的青蒿素抗疟组合再次战胜了已经产生耐药性的疟原虫！同时，利用青蒿素治疗“红斑狼疮”也取得了突破性的成果！2015年，获得诺贝尔生物学奖，发现了青蒿素；2016年，获得小行星永久命名；2017年，获得2016年度国家最高科学技术奖；2018年，被授予同志改革先锋称号，颁授改革先锋奖章；2019年，入选福布斯中国科技50女性榜单；2019年，获得共和国勋章；2019年，获得中国品牌70年70人殊荣。屠呦呦被戏称为“三无”科学家，无博士学位，无留洋背景，无院士头衔。可是，她是实干家，虽不会纸上谈兵，也许没有撰写足够数量的SCI论文会成为她竞选院士的软肋。那又怎么样呢？她仍然是20世纪最伟大的科学家，功在当代，利在千秋。,20-2-27 10:45,15,30,203,1,0
57,#钟南山 新冠肺炎疫情有望4月前结束#屠呦呦教授再次落选院士——科研之痛何时止！02-27 07:072020年的两院院士评选，我国诺贝尔奖获得者屠呦呦教授再次落选。评选委员会给出了她落选的理由：1、没有留洋背景，2、没有博士学位，3、没有足够的论文。三条理由，我只想问有留洋背景就代表你们见识多吗？有博士学位就代表你学问好吗？有足够论文就代表你贡献多吗？简直瞎扯淡！！！,20-2-27 12:31,312,185,455,0,1
58,屠呦呦再次落选院士，评委会给出的三个落选理由让人唏嘘2020年的两院院士评选，我国第一位真正意义上的自然科学类诺贝尔奖获得者屠呦呦教授再次落选。评选委员会给出的落选理由是：1、没有留洋背景，2、没有博士学位，3、没有足够的论文。再看看国外，在英国BBC“20世纪最伟大的科学家”的评选中，屠呦呦和爱因斯坦、图灵等科学家一同入选，BBC给出的三大入选理由：1、在艰难时刻仍然秉持科学理想，2、砥砺前行亦不忘回望过去，3、她的成就跨越东西这样看来，屠呦呦教授的再次落选，到底是一种“长脸”，还是“打脸”呢？小编一直认为院士是最🈶️可能改变世界的一撮人，可惜有的时候连自己的规则都改变不了，大大的希望过后就是无情的失望，留着哪些名声让他们继续大噪吧！认真学习做好我这方一名人士！——haodebook《我的演讲》郑州,20-2-29 12:37,0,6,2,1,1
59,【屠呦呦再次落选院士，中国院士比诺贝尔奖厉害？】2015年，屠呦呦获得诺贝尔生物学奖，成为中国第一位真正意义上的自然科学类诺贝尔奖获得者。然而，她却多次评选不得院士！2020年​她在院士评选中又落选了。是因为什么原因？国际知名的科学家，还不如一些部委领导、校长、主任水平高？中国院士的条件到底是什么？屠呦呦被戏称为“三无”科学家，无博士学位，无留洋背景，无院士头衔。疫情过后，中国的这种局面会不会改变？钟南山也只是工程院院士，还不是科学院院士，还有没有颜宁等青年科学家也没有获得院士，后来出走美国了。大师，就该有大师的位置，国家才有希望！,20-2-26 21:14,59,106,565,1,0
60,#屠呦呦再次落选院士#让人觉得好笑。 ​​​,20-2-29 11:51,39,19,43,1,1
61,近期全国陆续复工，据不完全统计，复工后发生的聚集性疫情12起共15人确诊，18人传染，514人以上被隔离 。包含内蒙古赤峰一发电厂、山西一发电厂。复工复产的企业在每日员工体温和健康监测中发现员工出现发热、乏力、干咳等健康异常情况，或者在员工主动申报有上述健康状况时，应立即采取以下应对措施 ​​​ ...展开,20-2-23 11:11,0,0,1,0,0
62,#视觉新点击##道艺之观察#网传韩国工程建设公司在老挝在建的一座水电站大坝坍塌#魔方天地#.#生活与艺术#.王校长201203的微博视频​​​,20-2-26 15:30,1,5,6,0,1
63,发生在湖北，发生荆州，发生在沙市，卑鄙依然是卑鄙，恶人依然是恶人。绿洲火焱G的微博视频​​​,20-2-24 21:43,1,12,11,0,1
64,老挝南部阿速坡省一水电站大坝7月23日晚发生溃坝，洪水淹没了下游众多村庄，造成至少20人死亡，数百人下落不明，至少6600人失去家园青春幽灵的微博视频​​​,20-2-24 07:50,0,2,4,0,1
65,韩国工程建设公司在，老挝东南部啊叔婆区在建设的，水电站大坝坍塌，50亿方水。鲁克看图看文的微博视频​​​,20-2-24 17:52,3,14,6,0,1
66,#中国蝗灾防治工作组抵巴基斯坦#国内疫情还没结束！国内民众还在水深火热！视频中女子为了买肉从十楼爬下！你们好好关心国内百姓生活好不好！！！盲龙V的微博视频​​​,20-2-24 20:06,10,60,109,1,1
67,网传：女子喝醉后跑20层，阳台雨棚睡觉豫东一哥的微博视频​​​,20-2-25 12:06,0,0,0,0,1
0,武汉市黄陂区，盘龙城美府明苑。为出门买肉吃，女子竟从10楼窗户爬下！最新热点的微博视频​​​,20-2-25 07:30,5,21,46,1,1
1,女成龙！真吃货！~此女为了出去买点肉，从十楼爬下来，后续被抓功夫史的微博视频​​​,20-2-24 20:13,16,25,63,1,1
2,盘龙城美府明苑，此女为了出去买点肉，从十楼爬下来！小研测评的微博视频​​​,20-2-24 19:59,2,10,28,0,1
3,武汉盘龙城美府名苑，这位“女侠”为了出去买点肉，从十楼爬下来了……本来隔离就不容易了，社区居委会还不负责任组织好人们生活物资配送，确实应该被吐槽。#武汉嫂子吐槽超市配送#全画幅的猫的微博视频​​​,20-2-24 19:18,13,43,135,1,1
4,群里看到一个视频 貌似说是“女司机因拒绝戴口罩，拖下车时不幸颈椎被拧断而死” …而且视频看起来还真像那么回事，卧槽…… ​​​,20-2-23 15:50,0,2,18,0,0
5,"咸宁虹桥，四人打麻将被捉，要么拘留15天,要么抬桌走10公里，任其选择，他们选择抬着桌子走10公里的处罚。武汉刘正涛的微博视频​​​",20-2-23 07:50,56,180,925,1,1
6,网传女司机因拒绝戴口罩，拖下车时不幸颈椎被拧断而死。唉，为什么不带口罩呢？就这么难吗？不过如此执法也太暴力了。专家也说过个人驾车可以不用戴口罩吧！网页链接​​​,20-2-23 00:31,7,166,334,0,1
7,"#北京一确诊病例复工期间密切接触66人#北仑区下邵镇合兴村，四人打麻将被捉，要么拘留15天,要么抬桌走10公里，任其选择，他们选择抬着桌子走10公里的处罚网页链接​​​",20-2-21 21:31,2,4,7,0,1
8,#长春爆料#【马上要解放了？真的假的?】长春学校开学时间：高三，初三，3月2日开学，高一，高二，初一，初二，3月9日开学，小学4一6年级，3月16日开学，幼儿园，小学1一3年级，大学，职校继续延时，直至疫情消除。市政府会议精神，3月16日居民出行正常化，17日公交正常化，18日逐步企业生产和市场经营正常化，22日重点场所正常化，25日机场、高速、动车、国道正常化。目前为止待在家里！等待通知！,20-2-19 14:59,3,20,13,1,1
9,#日本将恢复从中国进口口罩#柬埔寨首相也感染上了，汗…这世界怎么了 ​​​,20-2-21 21:58,0,1,2,0,1
10,首次官方认证 俄罗斯称武汉肺炎是人工病毒杨连宁摘转日前俄罗斯已经关闭中俄边界，并取消中客免签，及停发工作签证；同时自20日起禁止所有中国公民入境，其对象包括了香港人与澳门人。俄罗斯卫生部在2月11日正式在官网上公告“武汉肺炎病毒是重组的病毒，并非天然形成的”。1月29日，俄罗斯官方网站发表《预防、诊断、治疗新型冠状病毒》（第一版）报告；2月3日发表这份报告的第二版，共有51页。俄罗斯卫生部长穆拉申科以及俄罗斯联邦消费者保护局局长两人在报告上签名。据这份报告中文译者、具有医学背景的华裔企业家杨成介绍，俄罗斯官方报告认为武汉肺炎是一种蝙蝠所携带的病毒与另一种未知病毒结合在一起，其70%基因排列顺序SARS相吻合，并非是天然形成的一种病毒，而是人工合成的。此外，报告还提及武汉肺炎对心肺疾病、高血压患者和吸烟者的致死率高达25%，人体中的血管收縮素轉化酶2（ACE2）是武汉肺炎病毒的受体，而心肺疾病、高血压和吸烟者的ACE2的含量较高。通过医治恢复健康的患者，他们体内抗体是相当不稳定的，有再次感染武汉肺炎的可能性。俄罗斯科学家认为，使用武汉肺炎恢复健康的患者血清作为一种治疗方法，具有一定的潜在风险。,20-2-21 17:32,36,88,45,0,0
11,转: 不知真假，就是看看。刚参加市府会议决定深圳市学校开学时间：高三，初三，3月2日开学，高一，高二，初一，初二，3月9日开学，小学4一6年级，3月16日开学，幼儿园，小学1一3年级，大学，职校继续延时，直至疫情消除。深圳市政府会议精神：3月16日居民出行正常化，17日公交正常化，18日逐步放开企业生产和市场经营正常化，22日重点场所正常化，25日机场、高速、动车、国道正常化。目前为止仍需呆在家里，等待通知！,20-2-20 20:01,1,16,21,1,0
12,36岁女博士征婚:80万彩礼，50万的车，一线城市独栋别墅（要求写女方名） ，女方母亲: 永远不愁嫁… ​​​,20-2-20 20:21,7,267,896,1,0
13,#王辰 新冠病毒有可能长期存在#新冠病毒对肺部影响的图像，保持敬畏之心。 ​​​,20-2-20 09:42,6,0,7,1,1
14,给看不懂ct的人群准备的2019-nCov对肺部影响的图像，一身鸡皮疙瘩....... ​​​,20-2-20 07:21,13,1,3,1,0
15,我一直在想这真的是全面奔小康的2020吗？当年郭美美事件红十字会的社会公信力失的还少吗？这么多年又一点一滴建立起来的一丝丝信任又在瞬间土崩瓦解。慈善不是交易，更不是名利场的工具。慈善是需要脚踏实地干实事，不会做就别做物资跑到莆田系医院，地震赈灾物资烂在仓库，协和医院没口罩​​​,20-2-18 18:52,135,149,527,1,0
16,蝗虫已经到新疆 专家出来说一句可防可控面具人区块链日记的微博视频​​​,20-2-18 22:32,0,0,0,0,1
17,#最硬管控#网友爆料，湖北武穴市凡不属于疫情防控人员上街被抓的，一律送到市体育馆会展中心学习。还要完成初三《黄冈密卷》一张，成绩及格者可以回家。怕是有人14天也回不了家了…#感受到了来自学校的关爱#​​​,20-2-17 16:03,4,6,39,1,1
18,睢宁东梁集镇刚发生一场案件，在新型冠状病毒肺炎期间，村口值岗人员在值岗期间，村里有人强行出村，被村口值岗人员拦住了，结果悲剧发生了，对方回家拿出菜刀，把村口值岗人员一刀砍到脖子上，值岗人员当场死亡。网页链接​​​,20-2-17 19:28,0,3,0,0,1
19,#最硬管控#湖北武穴市：凡不属于疫情防控人员上街被抓的，一律送到市体育馆会展中心学习。还要完成初三《黄冈密卷》一张，成绩及格者可以回家。截止到目前为止，最高分才23分有的人可能回家有点困难了​​​,20-2-16 23:15,473,550,4799,1,1
20,没想到有的人上完大学了，还脱离不了黄冈密卷的魔爪 。后续来了 因为考不及格不能走 还要交钱打地铺继续答题​​​,20-2-16 22:24,245,121,1074,1,0
21,被黄冈密卷支配的恐惧#最硬管控 #​​​,20-2-16 23:11,5755,3919,39000.0,1,1
22,牛大夫观热点:分享一下对目前武汉肺炎多角度信息的个人看法：1，目前武汉肺炎已经是三代或四代感染，一线医生明显感觉病毒的毒性变弱。2，这个病的预后很好，不像非典预后那么差，肺部不会纤维化。治疗经验也更丰富有效，很少后遗症。3，武汉确实感染病人非常非常多，不少重症是积压拖延导致的。但是新近感染的基本都是轻症。4，重症患者目前通过大量吸氧和ECMO治疗，只要挺过呼吸窘迫期基本都可以救过来。5，目前武汉这么多死亡病例是因为诊断不及时治疗延误和早期对这个病毒的认识不够造成医生乱用药反而适得其反。是的，这次的病毒传播性强但毒性不强。6，武汉协和的职工早期积极治疗，用无创的都不多，大部分自己出院，就是几个离退休的重一点，也在无创的支持下恢复比较顺利。7，第一批出院的马上要上岗了。据观察重的都是第一代的，尤其快过年了，很多老人在家里没有正规治疗，拖到后面就有点麻烦了。这两天协和的发热门诊从高峰的2000降到了现在的200左右，拐点应该是差不多了。普通市民做好适当防护，少出门就行了，不用太恐慌，正确使用口罩很重要。8，由于存在大量无症状感染者，今后有可能会有健康携带病毒者存在。如同乙肝、甲流。可能不会象非典那样突然间的来无影去无踪。9，比较科学全面的治疗方案是：抑制病毒、提升免疫力、及时控制过度炎症反应、保护重要脏器功能、改善供氧不足，维护体内代谢平衡，及时把握ECMO的使用指征，这些综合治疗手段都是很重要的，三甲医院都有这个条件。10，全社会隔离三个14天啦，每天新发病的比率，大多数非湖北地区，都在百万分之一以下了，死亡率千分之几，许多疾病都比这个高啊！过度防疫形成恐惧是灾难的二次自损伤害！该松绑啦！人人正确使用口罩，天天测体温，处处注意通风换气，个个阳性者及密切接触者隔离。做好这些足够了，社会应该尽快复苏，恢复正常运转！我们的工作作风十分缺乏严谨的科学精神，因此会盲目的乐观和悲壮！(或者叫走极端）南昌·南昌大学第一附属医院(象湖院区),20-2-17 07:42,16,13,11,0,1
23,【那栋整栋着火的是：广州南岸腾龙国际，女的在家里喷洒酒精消毒，男的在厨房做饭，家里就爆炸了，疫情防控期间，大家对酒精一定要先了解再去安全使用 切记！切记！】（来自@一点资讯）网页链接​​​,20-2-8 11:37,0,11,2,1,1
24,#抗击新冠肺炎#【#未戴口罩遭阻拦转身跳河#：把我给杀了吧！】2月11日，广东汕头一女子因未带口罩被阻拦，对防疫人员大喊：“那你把我杀了呀”，随后就转身越过栏杆跳入河中，后被刘起。沸点视频的秒拍视频​​​,20-2-13 01:22,2,14,18,1,1
25,桃浦四村，酒精发生大火，就现在 ，家里囤酒精的，使用酒精消毒的，千万要注意安全！网页链接​​​,20-2-12 17:16,0,1,0,1,1
26,刚刚，桃浦四村19号5楼因酒精消毒后然后开火做饭导致爆燃网页链接​​​,20-2-12 17:52,12,9,12,0,1
27,今天早上，上海普陀区桃浦四村，因为喷酒精消毒，厨房有煤气灶烧饭。烧起来了，连左邻右舍一起着火了。提醒大家，酒精千万要注意了。安全第一我同学冒着被感染去打听了 着火原因是家里酒精消毒 然后开了煤气 就烧起来了5楼着火人家一小伙子因大门已跑不出了，只能坐在前面窗口等待救援，但是房内大火熊熊，烤的实在受不了只能跳楼，幸好被楼下雨蓬挡了一下，小伙反映交快抓住了四了的凉衣架后救了一命。不幸中的大幸。人没有事。看热闹的人也忘记了病毒的事情。视频中看到他跳下来。担心死了。还要有雨棚。救他一命。这个很麻烦，烧了五家人，怎么赔偿?要多少钱啊？上法院走民事，申请国家补助，也没有多少钱的！冻结财产、限制高消费，一个月只够生活开销，其他全部做补偿，一个月一个月的扣，还到何年马月？#上海新增3例新型冠状病毒感染的肺炎确诊病例#上海,20-2-12 15:46,14,26,15,0,1
28,郑州金都花园一家人用酒精全屋消毒后开空调，引起爆炸，引以为戒。佛教微博学院的微博视频​​​,20-2-10 18:34,4,1,13,1,1
29,没什么可说的了，自作自受，肺炎是，这个火灾也是，网页链接​​​,20-2-5 03:37,11,15,76,0,1
30,注意！上海一男子在家喷酒精消毒致房子着火辣资讯的优酷视频@优酷​​​,20-2-1 13:33,10,8,25,1,1
31,#酒精擦拭比喷洒更安全#南京小区，屋内酒精喷洒，又引发了火灾🔥……一灾未平，一灾又起。除了常备家庭灭火器之外🧯，也要有常识，酒精不能遇明火！擦拭更安全王嫣Vanessa的微博视频​​​,20-2-6 17:14,0,4,3,0,1
32,扶刚：致敬火神山医院设计者。知道武汉火山神医院的规划设计者是谁吗？是日本竹务工务店（超高层建筑施工公司）高级规划师木间雄二先生，他提出了无地基小承载陆上漂浮建设方案，最终被疫情指挥部选中了。这个原理是水上浮桥设计理念（没有桥墩），在中国地上快速装配建筑工程技术领域尚属首例。工程利用轻型钢架组拼塔技术制造成浮架，摆放在防渗透地面上，再以其为基础装配负压隔离病房。这种设计方案的最大好处是快，而且地面与房子之间形成了架空空间，为负压病房的隔离换气乃至下送风提供了施工方便，为上下水管，电缆线综合布线及建筑物的通风隔潮，医疗废弃物收集，提供了一个意想不到的第二通道。有专业人士认为，这种漂浮式应急建筑设计理念，让人们打开了多年来军式基地营房建设的新思路和新高度！也是当今电子战，无人机控制机房，陆基导弹和边境哨所的设计首选，不错吧！其实木间先生自己讲，他的设计灵感，就来源于中国西双版傣族的吊脚楼。🌹北京·首科花园,20-2-4 19:37,0,11,13,0,1
33,您知道武汉火神山医院吗？2月2日已经交付使用了。这所速建专科医院的规划设计者是谁？我想医院建筑与装备杂志社的人都不一定去关注此事。这个人是日本竹务工务店（超高层建筑施工公司）高级规划师木间雄二先生，他提出了无地基小承载陆上漂浮建设方案，最终被疫情指挥部选中了。这个原理是水上浮桥设计理念（没有桥墩），在中国地上快速装配建筑工程技术领域尚属首例。工程利用轻型钢架组拼塔技术制造成浮架，摆放在防渗透地面上，再以其为基础装配负压隔离病房。这种设计方案的最大好处是快，而且地面与房子之间形成了架空空间，为负压病房的隔离换气乃至下送风提供了施工方便，为上下水管，电缆线综合布线及建筑物的通风隔潮，医疗废弃物收集，提供了一个意想不到的第二通道。有专业人士认为，这种漂浮式应急建筑设计理念，让人们打开了多年来军式基地营房建设的新思路和新高度！也是当今电子战，无人机控制机房，陆基导弹和边境哨所的设计首选，不错吧！其实木间先生自己讲，他的设计灵感，就来源于中国西双版傣族的吊脚楼。（网摘）永生阳光的微博视频,20-2-5 17:50,4,27,102,0,1
34,😷大家谨慎使用酒精消毒！“😱广东惠州麦地金都花园一家人用酒精全屋消毒后开空调，引起爆炸，引以为戒”深圳金先生的微博视频​​​,20-2-9 12:50,8,21,56,0,1
35,据说是今天下午石家庄金都花园一家人用酒精全屋消毒后开空调，引起爆炸起火，请大家引以为戒！钉钉老师的分享的微博视频​​​,20-2-8 23:40,0,1,0,0,1
36,#新冠肺炎自愈护士的独白#一个被感染隔离的婴儿向医生要抱抱，医生掩面哭泣。一定会好起来的，马上就好起来！！加油啊#最新疫情地图#热剧情报局的微博视频​ ​​​,20-2-8 14:15,3,0,29,0,1
37,重症监护室小朋友的一段话#抗击新型肺炎第一线#看的我都@协和手足外科陈江海哭了！协和手足外科陈江海的微博视频​​​  ​​​,20-2-7 21:40,54,102,562,1,1
38,禁止用酒精消毒！重要的事情说三遍！#武汉加油#内涵萌主的微博视频​​​,20-2-8 14:27,4,27,137,1,1
39,武汉古田四路佳兴园，用酒精全屋消毒后开空调，引起爆炸引以为戒，引以为戒！！！别用酒精消毒啦！祝大家都能平安！🙏 🙏 🙏  ​​​,20-2-7 12:39,0,22,34,0,0
40,这是隔离重症病房里一个小朋友对医生说的话，泪目。#冠状病毒对紫外线和热敏感##新型肺炎新增疑似病例明显减少#鹤鸣九皋30的微博视频​​​,20-2-5 20:38,14,26,90,1,1
41,你看这个病毒，它高考数学150 ​​​,20-2-7 11:23,1,6,7,0,0
42,我上传了一个视频 🙏🙏🙏武汉古田四路佳兴园，用酒精全屋消毒后开空调，引起爆炸请各位业主在家不要用酒精消毒引以为戒，引以为戒网页链接​​​,20-2-7 17:56,0,23,16,1,1
43,#马鞍山市医生确诊肺炎带病看病#马鞍山估计已经封城了 ​​​,20-2-6 23:13,0,0,0,0,1
44,按比例死亡。。[难过]这病毒是学数学专业的。拜托啦政府🙏，别再公布数据啦，我们认了我们信了，不用再为了让数据可防可控，操劳过度了吧。给内些无辜死去的人，留点儿不碍事儿的尊严，也能算在内数据里面吧！别让他们，再自费医疗，自费运尸，自费丧葬，别再让绝户门儿的孩子，再自费办理孤儿手续吧[流泪],20-2-5 14:37,1,2,6,0,0
45,2.1%是个定数了？ ​​​,20-2-6 15:12,22,48,149,1,0
46,这是发生在重症隔离病房里，一个小朋友对医生说的话我不想让妈妈哭😭 不是晚一点，是你不会si的，加油，医护人员是不会让你si的，坚强，加油🙏#人生第一次我们这样过年##疫情结束后你最想干什么#情感依梦的微博视频​​​,20-2-6 10:48,2,4,30,1,1
47,一个被感染隔离的娃娃，向医生要抱抱！医生忍不住掩面而泣…….. 如果你做不了一个改变的人，至少请你做个善良的人，不要出门。💖#最搞冷笑话##冠状病毒对紫外线和热敏感#最搞冷笑话的微博视频​​​,20-2-5 17:34,41,70,521,1,1
48,“医生，我可不可以晚一点s啊？”看完已泪目“我不想妈妈哭”听到这句话眼泪再也控制不住了！每个孩子都是妈妈身上掉下来的一块肉啊！大家一起为这个小朋友祈祷🙏吧！#武汉出生30小时新生儿确诊#木古哥哥的微博视频​​​,20-2-5 20:38,17,38,400,1,1
49,董安立脊椎健康超话#全国确诊新型肺炎病例##抗击新型肺炎我们在行动#武汉新型冠状病毒找到解药~瑞德西韦（Remdesivir）了！今天有一个最新的好消息：武汉第一批270名患者，用了美国的瑞德西韦药临床试验成功，96%的患者肺部恢复。瑞德西韦是美国吉利德公司研发生产的针对埃博拉病毒的药物，在1月中下旬治疗一例感染者有奇效后，通过美国特朗普总统特批后免费支援中国，2月2日在北京中日友好医院临床实验，效果显著。感谢美国吉利德公司！感谢美国政府和美国人民！感谢中国医生！#医图医美##健康#,20-2-5 12:53,9,97,91,1,1
50,#不可将酒精用于大面积喷洒#朋友圈的视频，某小区业主全屋喷酒精消毒，然后打开天然气做饭，瞬间起火了，大家在家消毒一定小心点！网页链接​​​,20-2-6 01:59,8,6,12,0,1
51,武汉因感染被隔离的宝宝，看到医生后求抱抱！中国加油💪武汉加油💪💪快快好起来！#李兰娟院士团队重大成果#希望全天下的孩子没病痛都健健康康的[感谢][感谢][感谢]军控团的微博视频​​​,20-2-5 00:19,491,737,7130,0,1
52,武汉重症隔离病房里，一个小朋友对医生说的话。这声音，真让人心疼！#最新疫情地图##宝宝被感染隔离护士成临时妈妈#军事爆料圈的微博视频​​​,20-2-5 21:54,425,627,4841,0,1
53,硬核西安，今晚10点到凌晨3点，启动全城消毒模式。一排排消毒车够壮观（视频为宜昌）！#不可将酒精用于大面积喷洒#雷叔de微博的微博视频​​​,20-2-5 22:25,1,50,54,1,1
54,西安市全市现在开始消毒💦😈👿lady华辰的微博视频​​​,20-2-5 21:40,3,35,10,0,1
0,大白天高楼晒充气娃娃，害警车和救护车全出动！这不是添乱吗？@经纪人小微>>网页链接大白天高楼晒充气娃娃，害警车和救护车全出动！这不是添乱吗？@经纪人小微​​​,20-2-4 20:00,0,5,4,1,1
1,网传晒充气娃娃引来警车​​​,20-2-4 20:37,0,1,1,1,0
2,举办过万人宴的武汉百步亭社区，组织的中百超市免费发菜活动，于是看到排队聚集领菜的人群望不到头……  ​​​,20-2-4 17:03,64,99,160,0,0
3,今天海盐市有人晒充气娃娃 警车和救护车都去了。 ​​​,20-2-4 15:18,29,100,812,1,0
4,温馨提醒：宁波北仑高速路口，下高速的全部住帐篷，隔离14天，四周挖沟，东海舰队值守，跑都没地方跑。中国真强大黄君一去不复返的微博视频​​​,20-2-4 15:21,0,8,2,0,1
5,分享视频我是真历史的微博视频​​​,20-2-4 18:27,4,9,9,1,1
6,#兴趣话题词##抗疫新药用于临床试验##入组病人270名#2月2日，中国国家药监局药品审评中心（CDE）正式受理瑞德西韦的临床试验申请。另据外媒报道，美国公共安全卫生部门经特朗普特批，同意将该药物专利豁免，向中国紧急公开药物分子结构至4月27日。按计划，试验将从2月3日开始，总样本量270例，入组轻、中度新冠肺炎患者。这次，我国将启动的临床试验是III期、随机、双盲、安慰剂对照试验，旨在确定使用瑞德西韦治疗2019-nCoV的安全性和有效性。据了解，试验由中日友好医院教授曹彬牵头，预期2月3日开始，4月27日结束。,20-2-4 12:46,8,38,18,1,1
7,广州南岸腾龙国际，女的在家里喷洒酒精消毒，男的在厨房做饭，家里就爆炸了，疫情防控期间，大家对酒精一定要安全使用网页链接​​​,20-2-4 17:08,2,9,9,0,1
8,聚德国际社区超话南岸腾龙国际，女的在家里喷洒酒精消毒，男的在厨房做饭，家里就爆炸了，疫情防控期间，大家对酒精一定要安全使用聚徳国际生态社区网页链接​​​,20-2-4 14:13,0,2,3,1,1
9,长沙岳麓区家兴苑，喷了酒精，丢了个烟头，着火了。大家在家里消毒时一定要注意防范！🙏网页链接​​​,20-2-4 16:38,0,4,6,1,1
10,#喷酒精着火#武汉一小区业主喷酒精给房租消毒遇明火燃烧爆炸，使用酒精消毒要当心啊#武汉加油##万众一心打赢疫情防控阻击战#网页链接​​​,20-2-4 11:09,3,4,19,0,1
11,老公在家里喷酒精消毒，老婆进厨房烧菜，打开煤气，家里被烧个精光，酒精消毒，一定注意安全！请大家嘱咐家人，75%的酒精易燃易爆，使用时候必须远离明火！不管是喷洒精还是擦都要注意安全🙏🙏🙏网页链接​​​,20-2-4 17:08,0,3,3,0,1
12,合肥元一新天地，屋里喷洒酒精 然后做饭 发生大爆炸大家一定要注意安全合理适度喷洒 多注意明火等安全操作网页链接​​​,20-2-4 14:45,1,17,4,0,1
13,#最新疫情地图##武汉确诊死亡病例平均年龄68岁#视频告诉大家一定要合理使用酒精消毒啊！不然真的可能导致“高温消毒”明显渣男的微博视频​​​,20-2-5 02:44,5,14,49,0,1
14,天津一哥们，出门前身上喷上了消毒液，上车后抽烟点火🔥 砰的一声人没了。没有生活常识比得肺炎死的还快！消毒液，香水等化学用品在封闭空间里，一见明火就会爆炸💥 血的教训。告诉大家，亲人，朋友切记！切记！  ​​​,20-2-4 11:48,1,4,5,0,0
15,【血的教训: 使用消毒液不要抽烟！】据朋友讲，视频中是天津一哥们，出门前身上喷上了消毒液，上车后抽烟点火🔥 砰的一声人没了。没有生活常识比得肺炎死的还快！消毒液，香水等化学用品在封闭空间里，一见明火就会爆炸💥 血的教训。告诉大家，亲人，朋友切记！切记！杨春祥律师的微博视频​​​,20-2-3 18:55,9,16,17,1,1
16,杭州市视频会议刚结束，今晚开始不能回杭州，已上高速的立马下高速返回，杭州和余杭高速口都已封闭，已返杭州高速口的都劝返返回，不准下高速，请朋友互相转告！！！松阳超话杭州超话​​​,20-2-3 18:05,0,20,0,0,1
17,日本从武汉撤回来206名侨民、上午9点到达羽田机场，每人配一辆救护车 。工作做到位了，羽田机场场面壮观。网页链接​​​,20-1-31 15:53,0,0,1,1,1
