,content,time,forward,comment,like,VIP,link
39,【#宁波两名外卖员与商家大打出手#】网友爆料：出来吃个饭被某店里的一幕惊到，听店里其他客人反映，美团外卖员因订单快要超时，催促商家出餐引起商家不满。而对外卖员破口大骂，双方发生口角，后来矛盾升级引发双方动手。宁波倪少的微博视频​​​,20-11-12 11:50,0,0,0,1,1
40,【#宁波两名外卖员与商家大打出手#】网友爆料：出来吃个饭被某店里的一幕惊到，听店里其他客人反映，美团外卖员因订单快要超时，催促商家出餐引起商家不满。而对外卖员破口大骂，双方发生口角，后来矛盾升级引发双方动手。宁波倪少的微博视频​​​,20-11-12 11:50,0,0,1,1,1
41,#宁波爆料#东论网友“SMITHWANG”发帖：出来吃个饭被某店里的一幕惊到，听店里其他客人反映，美团外卖员因订单快要超时，催促商家出餐引起商家不满。而对外卖员破口大骂，双方发生口角，后来矛盾升级引发双方动手。#美团外卖员与商家动手#西门町吃在宁波的微博视频​​​,20-11-12 10:51,0,0,0,0,1
42,【#宁波两名外卖员与商家大打出手#】网友爆料：出来吃个饭被某店里的一幕惊到，听店里其他客人反映，美团外卖员因订单快要超时，催促商家出餐引起商家不满。而对外卖员破口大骂，双方发生口角，后来矛盾升级引发双方动手。宁波倪少的微博视频​​​,20-11-12 11:44,16,34,84,1,1
43,#宁波爆料#东论网友“SMITHWANG”发帖：出来吃个饭被某店里的一幕惊到，听店里其他客人反映，美团外卖员因订单快要超时，催促商家出餐引起商家不满。而对外卖员破口大骂，双方发生口角，后来矛盾升级引发双方动手。#美团外卖员与商家动手#西门町吃在宁波的微博视频​​​,20-11-12 10:50,0,0,0,0,1
44,四川御河中学校长在家长会上宣布：撤销教师食堂，师生共同用餐。一本学长的微博视频​​​,20-11-10 16:17,13,93,661,1,1
45,中科院报告：政府医疗投入80%为党政干部服务干部医疗100％报销，有退休干部一次住院竟花掉300万，干部特殊医疗制度不公平，应予取消。 ​​​,20-11-10 08:38,771,611,2930,1,0
46,#上海浦东# 网友传言:机场搬运工，接触冷库的，昨天医院就诊，ct一塌糊涂，都是毛玻璃样改变了，家里有个10岁的孩子，也在发烧作孽  ​​​,20-11-9 16:38,1,45,30,1,0
47,一年前，2019年11月5号，武汉有八人因传播新冠谣言被捕，一举成为新世纪新闻。而今天新冠肺炎已蔓延全世界造成一百多万人死亡，目前尚无有效药物控制病毒继续蔓延。 ​​​,20-11-6 08:07,186,335,3117,0,0
48,2019年11月5日，李文亮等八位医生传播关于武汉有不明病毒感染的消息，被“依法训诫”，后李文亮被安排至感染科工作，于2020年1月8日感染新型冠状病毒肺炎，2月7日凌晨不治身亡，时年34岁。 ​​​,20-11-5 23:16,0,0,0,0,0
0,纪念李文亮医生——去年今日的他  ​​​,20-11-6 12:05,0,3,2,0,0
1,去年今天，时间好快也好慢。2019年11月5日，李文亮等八位医生传播关于武汉有不明病毒感染的消息，被“依法训诫”后，李文亮被安排至感染科工作，于2020年1月8日感染新型冠状病毒肺炎。2月7日凌晨不治身亡，时年34岁。 ​​​,20-11-5 23:58,0,0,5,0,0
2,这是选举办公室工作人员集体犯罪的铁证 ​​​,20-11-5 08:00,160,187,1768,0,0
3,选务人员集体犯罪现场Countrycat的微博视频​​​,20-11-5 08:31,48,82,411,0,1
4,十一名索马里海盗近日在美国法庭招认其实他们是为高盛工作的。海盗们招认，其实他们的工作性质很简单，就是强行攻击那些和高盛已经做空的交易有关的船只，以从中获利。海盗还表示他们的工作性质其实类似于投资银行家，只不过没有其它银行部门的着装要求。海盗们承认，他们是在2008年下半年的时候和高盛合并的，此举意在分到政府的救市金和享受银行业（相对于海盗业来说）相对宽松的政府监管。,20-10-30 23:04,3,0,8,1,0
5,据报道，十一名索马里海盗近日在美国法庭招认其实他们是为高盛工作的。海盗们招认，其实他们的工作性质很简单，就是强行攻击那些和高盛已经做空的交易有关的船只，以从中获利。海盗还表示他们的工作性质其实类似于投资银行家，只不过没有其它银行部门的着装要求。海盗们承认，他们是在2008年下半年的时候和高盛合并的，此举意在分到政府的救市金和享受银行业（相对于海盗业来说）相对宽松的政府监管。,20-10-30 21:10,1,1,1,1,0
6,"10月27日，重庆上空出现一土豪，坐乘直升飞机撒钱30,000,000！司机路人纷纷捡钱，一度造成交通堵塞。据说是土豪患了绝症才有此举。没了生命一切都不再有意义，且行且珍惜啊！珍妮达达派的微博视频​​​",20-10-28 11:12,1,6,3,1,1
7,孙殿英从乾隆头上扯下的辫子，回想当年，一代大帝乾隆爷这辫子是多么的威风凛凛！在二十世纪二十年代的时候，军阀孙殿英以各种名义对乾隆的清东陵和慈禧定东陵进行了毁灭性的行动——抢劫。当他们这群军阀把陵墓弄开以后就像疯了一样从里面往外搬运那些金银财宝，他们却只看得见那些实实在在的金银财宝却看不见那些字画典籍之类的财富，把那些价值连城的东西就跟丢垃圾一样哪里丢的都是。就在打开他们棺木的时候那些像土匪一样的士兵看到棺材里面的金银首饰的时候眼睛都在放光一样，就只能看到那些钱财完全想不到那是死人的棺材了，乾隆的辫子被扯下扔到地上被踩踏着，看到慈禧的裤子更值钱就把她的裤子也一样的脱了下来。原本两个艺术品一样的陵墓，经过他们的洗劫，艺术品却变成了废品。后来过去看热闹的村民进去陵墓一看那里面简直就是一片废墟了，已经没有什么价值了。有人说慈禧嘴里面含着的夜明珠也被人挖走了，可想而知她的裤子都能被偷走，更何况是她嘴里面的夜明珠了。曾经两个人都是那样的风光过，都是历史上大人物，死后却要受到这样待遇。真的是让人感慨万千呀。清高宗爱新觉罗·弘历（1711年9月25日—1799年2月7日），清朝第六位皇帝，定都北京之后的第四位皇帝。年号“乾隆”，寓意“天道昌隆”。在位六十年，禅位后又继续训政，实际行使最高权力长达六十三年零四个月，是中国历史上实际执掌国家最高权力时间最长的皇帝，也是最长寿的皇帝。乾隆去世后，被风风光光的葬在清东陵裕陵，当时还有两位皇后和三位皇贵妃跟他同眠。建造这座皇陵，一共用了17年，花费170万两白银。1928年7月，这时候的清朝早已经灭亡十几年了，军阀孙殿英用炮弹轰开了裕陵，里面的所有珍贵陪葬品都被洗劫一空，乾隆身上则是被扒的干干净净。甚至，孙殿英还命令手下把乾隆尸骨从棺材中拖了出来，任人踩踏。当时的末代皇帝溥仪在听说了这个消息后，跪地哀嚎，从溥仪的早年记载可以看出，他一直视乾隆为楷模。后来，清朝遗老们组成的善后委员会到乾隆陵墓收尸，发现乾隆的头颅已经被压的粉碎，而其花白的辫子则被展览，其尸骨与其他人的尸骨散落在一起，谁也分不清楚，只好将其聚拢在一起，草草收葬。可怜这位活了89岁的十全老人，死后却落得如此下场，实在令人叹惋。#今天最秀#,20-10-24 23:25,2,4,142,1,1
8,"香港知名演员廖启智“智叔”，沦落到摆摊卖衣服吃路边摊？小儿子去世，大儿子欲变性，妻子抑郁，他的人生诸多磨难！近日，有网友在香港偶遇智叔，没想到智叔竟然在摆摊卖衣服？看起来很随意邋遢的样子。其实早前智叔就被拍到过在路边吃路边摊了，行为邋遢不修边幅，而且穿的那件衣服跟这次被拍到的一模一样。大家就好奇了，智叔好歹也是拿过奖的演员，TVB金牌绿叶，不至于沦落到这个地步吧？其实香港演员大部分都是很贫穷的，尤其是这样的配角。早期的TVB，艺人拿固定薪水，每月固定给SHOW,拍电影流水作业，红了一个人，公司就往死里砸钱继续捧红，火了一个题材，公司就往死里撸,直到拍滥为止，这恐怕是商业化的香港电影最大的特色。而在这样环境下成长起来的演员，要不一炮而红，要么只能一直龙套，过着明星的生活，拿着保安的薪水。而廖启智就是这样的，作为配角演了不少的戏，演技也是十分的好，但是待遇是很一般的。所以廖启智不得不开展副业，而且他小儿子年仅五岁就因血癌去世，妻子陈敏儿原本就患上产后抑郁，遭受如此打击后病情更为严重。2013年，当时廖启智19岁的大儿子公开表示自己想做女人，还晒出多张浓妆艳抹的照片，陈敏儿为了儿子一下子愁白了头发。不过后来廖启智接受采访时也表示，自己愿意尊重孩子们的选择。妻子患病，小儿子去世，大儿子欲变性，廖启智的生活可想有多艰辛，而且这些年香港的影视行业惨淡，像他这样的可有可无的配角更是无戏可拍，所以另谋生路很正常，只是让人不胜唏嘘。",20-10-25 19:59,64,145,470,1,0
9,"香港知名演员廖启智“智叔”，沦落到摆摊卖衣服吃路边摊？小儿子去世，大儿子欲变性，妻子抑郁，他的人生诸多磨难！近日，有网友在香港偶遇智叔，没想到智叔竟然在摆摊卖衣服？看起来很随意邋遢的样子。其实早前智叔就被拍到过在路边吃路边摊了，行为邋遢不修边幅，而且穿的那件衣服跟这次被拍到的一模一样。大家就好奇了，智叔好歹也是拿过奖的演员，TVB金牌绿叶，不至于沦落到这个地步吧？其实香港演员大部分都是很贫穷的，尤其是这样的配角。早期的TVB，艺人拿固定薪水，每月固定给SHOW,拍电影流水作业，红了一个人，公司就往死里砸钱继续捧红，火了一个题材，公司就往死里撸,直到拍滥为止，这恐怕是商业化的香港电影最大的特色。而在这样环境下成长起来的演员，要不一炮而红，要么只能一直龙套，过着明星的生活，拿着保安的薪水。而廖启智就是这样的，作为配角演了不少的戏，演技也是十分的好，但是待遇是很一般的。所以廖启智不得不开展副业，而且他小儿子年仅五岁就因血癌去世，妻子陈敏儿原本就患上产后抑郁，遭受如此打击后病情更为严重。2013年，当时廖启智19岁的大儿子公开表示自己想做女人，还晒出多张浓妆艳抹的照片，陈敏儿为了儿子一下子愁白了头发。不过后来廖启智接受采访时也表示，自己愿意尊重孩子们的选择。妻子患病，小儿子去世，大儿子欲变性，廖启智的生活可想有多艰辛，而且这些年香港的影视行业惨淡，像他这样的可有可无的配角更是无戏可拍，所以另谋生路很正常，只是让人不胜唏嘘。",20-10-25 20:57,156,452,4478,1,0
10,#廖启智#TVB老戏骨廖启智居然在街头卖衣服，太心酸了，他为什么不去拍戏呢？​​​,20-10-25 17:41,312,324,7001,1,1
11,大儿子变性赶出家门，小儿子血癌病逝！廖启智与妻子相依为命，拍完戏回妻子店帮忙照顾生意，真心不容易的好男人！#情感#卖黄昏的小橙子的微博视频​​​,20-10-25 16:03,21,162,929,1,1
12,重庆又见高空撒钱！知情人称疑土豪患病后用直升飞机洒钱！#社会新闻#每日来看新鲜事儿的微博视频​​​,20-10-27 19:28,4,11,13,0,1
13,师弟是昆明人，他的发小在纽约留学。前几天这位在纽约留学的孩子的爸妈接到中国驻美使领馆的电话并附送一张从昆明赴北京的机票。到了北京，接到的消息是孩子在纽约已经感染新冠病毒去世了，听到了孩子的遗言录音………我很难想象这对中年夫妻所面临的巨大悲痛以及如何用整个下半生来平息这个悲痛。21岁的孩子，就这么没了。那些欢呼群体免疫人以及放任病毒泛滥的政客，都是不折不扣的凶手。可是，我看不到这些凶手会被惩罚的可能性……每每想到这里，就会觉得这个世界好灰暗。,20-10-23 07:14,1160,749,15000.0,0,0
14,我X，真的假的？这是P的吧#山东大学齐鲁医院#​​​,20-10-19 17:35,0,0,0,0,1
15,谁说大学没文化？山东大学齐鲁医院开大会，打个字居然能把“抗疫”打成“抗议”。 ​​​,20-10-19 21:11,0,14,39,1,0
16,如果是真事，给这位国航空姐点赞 ​​​,20-10-18 19:32,1612,664,8647,1,0
17,#光明乳业被罚款30万#好像是因为一句广告词导致的被罚款吧。“请给我光明（牛奶）。”就事论事，如果只是此“光明（乳业）”并非那个无限被延伸的彼“光明”，那就没问题了。可是，监管部门把这个意义拓展延伸，并浮想联翩，乃至于扩大到家国乃至世界范围内去诠释，甚至扩展到形而上，包括更高的上层建筑，等等，可能就有了不敢小觑的歧义，甚至这么继续一想，真的还挺吓人，也挺严重的，罪不容赦。尤其，这句“别有用心”的广告词里还暗含某种程度的正话反说，那就让有关部门坐安思危，并意识到守土有责的重任，从而光明乳业撞到枪口上被罚款，也就顺理成章了。当然，企业是否还有别的诸如牛奶质量等问题，也说不好，不敢妄加评论。就这个问题，今后企业和监管方，一方面，这类企业或有某种任性的行为，包括乳业质量等问题，确实需要某种监管；另一方面，有关部门应该重点放在监管乳业是否有利于消费者用户的健康，以及其他产品质量方面的核心问题上，至于广告词，一般来说如果从企业角度去理解，不违背法律法规的情况下，或也能够自圆其说。但过分去过度解读，以至于到了如履薄冰草木皆兵风声鹤唳的地步，那可能就适得其反了。这次罚款事件后，看来各方都得注意，做事一定谨慎再谨慎，安全地生存生活或是目前第一要务吧。,20-10-19 07:33,0,2,5,1,1
18,#光明乳业广告被罚#帮你们想了句新广告词“我一直拥有光明”拿走，不谢！ ​​​,20-10-18 11:04,1,6,5,0,1
19,网传重庆一栋大楼有人撒钱！据说是一夫妻吵架，撒了一百多万，好多人捡钱，外卖骑手全部晚点了#遇见美好生活##谜之微笑#疯狂匹夫的微博视频​​​,20-10-17 20:53,6,15,34,1,1
20,怎么这么没自信 ​​​,20-10-18 09:24,536,0,36,1,0
21,从明天起，大家出门做好防护，戴口罩，硚口区今天开始排查，十一期间硚口区有一千多人去过青岛，武汉市还不知道共有多少人去过，硚口区各小区又开始管控了。 ​​​,20-10-15 17:05,0,0,0,1,0
22,回复@北海的鱼大玥:从明天起，大家出门做好防护，戴口罩，硚口区今天开始排查，十一期间硚口区有一千多人去过青岛，武汉市还不知道共有多少人去过，硚口区各小区又开始管控了。//@北海的鱼大玥:那就好安排的下周去青岛,20-10-15 17:06,828,1627,2271,1,1
23,青岛疫情皆因“麻痹大意”目前，青岛已经出现12例感染者，其中6例确诊，6例无症感染。长假刚过，青岛就爆发疫情，让公众很担心。那么，这次青岛疫情是如何爆发的呢？先是假期中，青岛出现一例境外输入患者；该患者到青岛胸科医院做CT；但是事后，医院没有进行彻底消毒，从而导致病毒传播。目前，该院不同病区，都出现检测出阳性患者，主要集中在普通病房。而且，由于行业特性，青岛全市出租车司机也都存在感染风险。因为假期人员流动性大，传播范围广，存在感染扩大的风险。所以青岛市政府发出号令，全市所有人均要进行核酸检测。但让人担忧的是，是否有感染患者流动到外地，还无法得知。值得注意的一点就是，长假期间，有448万外地游客涌入青岛，当时央视报道说，青岛的报复性旅游已经到来。如此大量人员涌入，是否具有交叉感染，这是最让人担心的。这次青岛事件的出现，归根到底，可以总结为4个字：麻痹大意。平时，没在意；患者来了，没有在意；做完CT走了，依旧没在意。其实麻痹大意的不光是青岛，全国各地都有不同程度的松懈。疫情爆发10个月了，民众认为的安全期也有4个月，国民早已不将病毒当回事，都认为疫情已经远离我们。现在，很多人出门根本不戴口罩；即便戴了，也大多是挂在鼻子底下，做个样子而已。冬季到来，即将进入专家所说的第二波疫情，所以切勿大意，病毒距离我们并不远。,20-10-14 08:26,3,1,13,1,0
24,阿塞拜疆与亚美尼亚开战，伊朗群众站在山头看烟花！找乐工的微博视频​ ​​​,20-10-12 09:05,2,8,5,1,1
25,国士无双再出发钟南山昨飞青岛 ​​​,20-10-13 06:03,5,19,66,0,0
26,#亚美尼亚与阿塞拜疆爆发军事冲突#亚美尼亚夜晚击落阿塞拜疆无人机和米格战机画面曝光。勤奋de班长的微博视频​​​,20-10-11 21:39,23,31,54,1,1
27,140昤昽a33844e0昤昽a33844e0昤昽a33844e0昤昽a33844e0昤昽a33844e0昤昽a33844e0昤昽a33844e0昤昽a33844e0昤昽a33844e0昤昽a33844e0昤昽a33844e0昤昽a33844e0昤昽a33844e0昤昽a33844e0 ​​​,20-9-23 17:59,0,0,0,0,0
28,伊朗人站在山头上看阿塞拜疆和亚美尼亚两个国家打仗，感觉很可怕的样子，伊朗人咋那么淡定呢……数码君的微博视频​​​,20-10-9 22:10,3371,1205,12000.0,1,1
29,国家电网统计，连续6个月电表数为零的房子有6540万套，这些房子足够2亿人居住。 ​​​,20-10-9 12:24,267,115,1053,1,0
30,阿塞拜疆，米格-25和亚美尼亚地面防空系统的对决，希望世界和平#亚美尼亚与阿塞拜疆爆发军事冲突#奇葩搞笑军的微博视频​​​,20-10-9 19:27,2,5,0,0,1
31,阿塞拜疆的米格—25与亚美尼亚地面防空系统的对决军武季的微博视频​​​,20-10-8 16:42,45,80,154,1,1
32,你看清是怎么回事了吗？特警就是厉害，一瞬间就把狂妄叫嚣的人制服了，我联想到收复台湾也是这种画面，迅雷不及掩耳。丽江洛洛的微博视频​​​,20-10-8 11:54,27,37,315,1,1
33,西湖断桥边突发事件！侯宁的微博视频​​​,20-10-10 12:47,155,228,1078,1,1
34,阿塞拜疆的米格-25与亚美尼亚地面防空系统的对决！战争的残酷无情！😅TheLancet-Vivian的微博视频​​​,20-10-8 23:05,7,11,9,1,1
35,【转载】阿塞拜疆的米格-25与亚美尼亚地面防空系统的对决苏占军_不舍斋主的微博视频​​​,20-10-8 21:30,497,168,447,1,1
36,阿塞拜疆的米格-25与亚美尼亚地面防空系统的对决，太精彩了分析师杨晓磊的微博视频​​​,20-10-8 12:52,156,32,305,1,1
37,胡叼怎么能签发这种不利于社会安定的稿件呢？差评！！『中科院报告称政府医疗投入80%为党政干部服务』 ​​​,20-10-7 17:43,17,4,10,1,0
38,我发表了头条文章:《中科院报告称政府医疗投入80%为党政干部服务》    ​​​,20-10-8 10:09,1,2,4,0,0
39,杭州西湖断桥边的突发事件——看快速反应西湖特警的处置！[强][强][强]乡下客的微博视频​​​,20-9-30 21:07,47,115,627,0,1
40,你吃下去的不光是美食，还可能是工业塑料！#生活百科##科普大作战##涨姿势##食品安全#小蝌蚪妈妈-的微博视频​​​,20-9-28 18:09,5,7,32,0,1
41,石家庄市内惊现抢小孩！！！昨晚9月26日9点半多，裕华路城角街交叉口，一年轻妈妈领着两岁多小女孩在马路上走着，一陌生男子非要拉着小女孩去前边好利来蛋糕房买蛋糕，妈妈不肯，双方争执，男子还不依不饶，这时小孩的爸爸骑电车过来了，骂了男子一句，赶紧让娘两个上车离开了！男子仍然不惧，没有离开，可惜是没有报警！网友也是接孩子，也没有报警，但心有余悸，在微信群里提醒我们，今早落实，确有其事，感到震惊，遂与大家分享，提醒高度注意！倪老师的《等着我》感动天下人，但必须从源头杜绝，全民努力，让我们的花朵不受残害！希望大家多多评论，转发提醒他人注意也是功德一件！#石家庄头条##石家庄爆料##石家庄身边事#,20-9-27 18:23,6,3,5,1,1
42,这是网上看到的一张图片，内容真假不知。请图片中涉及到的医药单位回应一下。 ​​​,20-9-25 19:11,257,239,2602,1,0
43,美国最新机器人老婆Alice艾丽丝面世，按21岁姑娘打造，与真人相似度99%，售价十万美金，终身软件升级和保修。买一个这样的老婆，你就是活到101岁，你老婆还是21岁那样动人！网页链接​​​,20-9-23 15:52,0,3,6,1,1
44,塔吊事故，能看到有人掉下来，看来凶多吉少了。。新蜜蜂alex182的微博视频​​​,20-9-18 12:39,160,107,301,1,1
0,北加州无人机纵火视频。美国一个叫李建军的人被捕无‬‬人机纵火犯被逮捕：57岁‭移民美国20年华裔李建军被‭搜查‬住所，从其‭笔记本‬找到一段视频，用无人机放火，造成特大森林火灾！各种迷的背后即将被揭晓。婺源戴国保15179334386的微博视频​​​,20-9-13 12:37,19,7,22,0,1
1,#树洞#湖南15岁孩子为要钱砍死奶奶8月12日，湖南岳阳平江县安定镇一个15岁的孩子找奶奶要钱，奶奶没什么钱拿了150给他，他嫌少，拿刀砍死了奶奶，村民打了120，结果奶奶死在了120的救护车上。随后村人报警，警察随后赶到，爷爷还坐在厅里叫孙子自首，结果爷爷也被砍伤还拒捕，这就是溺爱的后果长安透明新媒体的微博视频,20-8-19 15:12,31,38,61,1,1
2,#树洞#湖南15岁孩子为要钱砍死奶奶8月12日，湖南岳阳平江县安定镇一个15岁的孩子找奶奶要钱，奶奶没什么钱拿了150给他，他嫌少，拿刀砍死了奶奶，村民打了120，结果奶奶死在了120的救护车上。随后村人报警，警察随后赶到，爷爷还坐在厅里叫孙子自首，结果爷爷也被砍伤还拒捕，这就是溺爱的后果长安透明新媒体的微博视频,20-8-20 00:35,0,2,0,1,1
3,西安北站特警滑降，击毙挟持人质歹徒林宇之間的微博视频​ ​​​,20-9-16 17:34,5,5,12,1,1
4,学伴事件之后，山东大学被山东人嫌弃了。希望能吸取教训，改过自新。 ​​​,20-9-14 06:23,27,24,245,0,0
5,河南某地一辆载蒜的车掉入沟里，蒜瓣散落地上，路过的群众疯狂抢蒜，不巧另一辆货车又发生侧翻，将捡蒜群众全部压倒，造成8死11伤……——这剧情，真够诡异的……严建设的微博视频​​​,20-9-17 06:21,0,4,0,1,1
6,山东国妓大学 ​​​,20-9-14 09:20,5,6,20,0,0
7,#校园#【#舒兰高三复课一月后再停课#学生被统一安排客车送回家】近日吉林省舒兰市风险等级调整为高风险，已经复课的高三、初三学生再次停课。由于城市公共交通暂停营运，城市封闭，相关部门最终决定用客车统一将学生安全送到家。家长王女士表示理解，安全最重要。一手video的秒拍视频​​​,20-9-13 07:02,0,18,156,0,1
8,山东大学艾滋病调查——自实行“学伴制”以来，短短五年间，爱滋病增长295.2%，如此高的艾滋病比例，就连妓院也不可能达到，这也是山东大学，降低40分录取，也招不到本地生的原因。因为本地人知道内情，试问，谁愿意把自己的女儿送进火坑？为了利益，没有底线，毫无廉耻，自己把自己牌子砸了！,20-9-14 09:23,149,149,917,0,0
9,现在啥事情都有:峨眉山公交车某个司机，在下山途中急转弯时，不晓得咋个把自己甩出来了。这坐车的肯定魂都吓掉了！还好，没发生太大的悲剧！！观鲜头条新闻的微博视频​​​,20-7-19 22:19,14,40,159,0,1
10,我做了什么？？？山东大学降低40分录取分数线，仍未完成招生计划 ​​​,20-9-14 09:04,95,86,390,0,0
11,1122 ​​​,20-9-8 20:33,0,0,0,0,0
12,镜框感慨感慨 ​​​,20-9-8 20:32,0,0,0,0,0
13,色复古吧 ​​​,20-9-8 20:30,0,0,0,0,0
14,么么么 ​​​,20-9-8 20:24,0,0,0,0,0
15,可可科技 ​​​,20-9-8 20:23,0,0,0,0,0
16,惨剧！太意外了！北京地坛公园，器械运动，发生意外，单杠大回旋老者头部与横向跑过的孩子头部发生相撞，两人均已死亡。带孩子出去玩的时候，一定要看好孩子，意外无处不在。太湖新果农的微博视频​​​,20-8-30 22:30,0,0,1,0,1
17,太惨了！太意外了！北京地坛公园，器械运动，发生意外，单杠大回旋老者头部与横向跑过的孩子头部发生相撞，两人均已死亡。带孩子出去玩的时候，一定要看好孩子！意外无处不在。太惨了！太意外了！微知乎的微博视频​​​,20-8-30 20:42,15,15,26,0,1
18,太惨了！太意外了！北京地坛公园，器械运动，发生意外，单杠大回旋老者头部与横向跑过的孩子头部发生相撞，两人均已死亡。带孩子出去玩的时候，一定要看好孩子！不刮胡子不刮脸只管剃头的老先生的微博视频​​​,20-8-29 17:56,1,37,14,1,1
19,辽宁桓仁虎谷峽玻璃栈道，被一群大妈跳广场舞跳断了，她们的尽情发洩，是因为太富裕了，不知道怎样才能证明自己还年轻，还快活着！老k地产艺术品鉴藏的微博视频​​​,20-8-27 06:29,2,4,10,1,1
20,转基因玉米的区别，大家都看看 ​​​,20-8-25 15:42,98,97,213,1,0
21,100个人存有7.8万亿，这是一个什么概念？据来自于腾讯的消息，瑞士银行将自动向世界其它国家交出外国人账户详细资料，而后，某国外交部敦促瑞士银行保护隐私。记得之前美国曾向瑞银施压，敦促瑞银公布所有外国人账户资料，否则将面临制裁等事。终究纸是包不住火的，丑媳妇早晚都要见公婆的。假如之上情况属实，无异于引爆核弹一枚。在反腐的道路上，M国或歪打正着。要不拉出来遛遛？看看到底谁才是真正的首富…,20-8-19 15:42,15,19,16,0,0
22,这篇文章的题目是:外交部严肃敦促瑞方：为人类安定团结，不应公布帐户名单这是文章的截图。为了把文章的内容截全，发言人的脸部就截不上了。 ​​​,20-8-23 15:31,63,19,73,0,0
23,#新疆连续5天0新增#这么多天，第一条好消息各小区主任：根据市委市政府指示，会议内容，需大家做好以下工作。1.下星期一全面解封，回恢正常工作。各小区是逐步放开，因此在星期日通知居家隔离工作人员下星期一上班，打好考勤工作。2.现在住在本小区的所有工作人员，要严格遵守本社区管理规定，未接到能外出的通知，不得外出本小区，不要给自己找麻烦。现在小区吃住工作人员还继续住本小区，坚持到星期日下午。3.从今天起开始到星期日小区主要工作是环境卫生，全面消杀工作，垃圾清运工作，为星期一回恢正常做好准备工作。4.星期一回恢正常工作后，小区物业工作为全市重奌检查工作，为全市重点关注对象。小区进口维稳检查，疫情消杀防控工作，环境卫生，绿化养护，车辆有序管理，维修安全工作大家在星期日上午提前按排好。（报工作计划按以上工作做计划）。6.小区主任要传达各小区工作人员，上班期间不扎堆，不要闲聊，带口罩，勤洗手，工作场地干净消杀，在工作中遇到不带口罩业主要劝说。8.各小区主任要配合好社区工作，教育员工注意自身卫生，注意自身防控工作。疫情防控工作以后是常态化的。会一直到2021年春天。愿大家安好！,20-8-21 16:59,0,5,1,0,1
24,#五通桥#我的家乡居然有一天以这一的形式上热搜现在各种逃命通道全部堵死，官微瞒报谎报，毒气每家每户都闻得到，zf好多部门都没有上班了，心力交瘁，刚刚洪水才过，又是化工厂爆炸，到底什么时候才是个头网页链接​​​,20-8-20 11:05,13,32,76,0,1
25,广东一位学生伪造清华大学录取通知书，还准备戴红花游街，荣耀门楣，不料惊动了当地教办，一查原来是假的，害得老父杀猪宰羊，花了几万元摆酒招待亲朋好友。他父后来得知真相后当场气昏，后来送医院抢救，醒来后检查血压220，大骂：呸，考得还没我血压高！ ​​​,20-8-19 12:43,219,581,3091,1,0
26,#四川乐山通报疑似化工厂泄漏#紧急撤离！！大家注意安全 ​​​,20-8-20 13:58,0,20,37,0,1
27,@央视新闻#五通桥毒气#五通桥这是要上演现实版吃鸡跑毒？？毒气泄漏，化工厂爆炸不是一次两次了，为什么没有引起政府高度重视？就是这样保护人民生命财产安全的？小西湖变成毒气城。。。 ​​​,20-8-20 10:03,1,25,68,0,1
28,乐山太难了，18号全城被淹，今早上五通桥化工厂爆炸 ​​​,20-8-20 09:58,0,6,26,0,0
29,给爸妈打电话哭到喘不过气。在想为什么自己刚刚毕业，为什么自己这么没用不能把他们全部接来身边离开五通桥这个我从小就讨厌的鬼地方，这些年一次又一次的爆炸，一次又一次的泄漏。全城撤离，路堵得水泄不通。因为洪水，家里的车报废了，什么东西都来不及拿，庞大的无力和痛苦。#五通桥#,20-8-20 11:25,1292,3117,35000.0,1,1
30,帮忙传发，一个四川乐山的钢筋工打工者，杨敏，请他速回四川乐山，直接到乐山市人民医院，家中洪水，父母双亡，老婆被洪水冲走音讯全无，妹妹伤势很严重，想见他最后一面。大爷：19113260753爱心接力。这个不转对不起自己的良心四川省乐山市公安局谢谢！十万火急-----谁的群多  ​​​ ...展开,20-8-19 00:25,0,5,0,0,0
31,帮忙传发，一个四川乐山的钢筋工打工者，杨敏，请他速回四川乐山，直接到乐山市人民医院，家中洪水，父母双亡，老婆被洪水冲走音讯全无，妹妹伤势很严重，想见他最后一面。大爷：19113260753爱心接力。这个不转对不起自己的良心四川省乐山市公安局谢谢！十万火急-----谁的群多乌鲁木齐,20-8-19 03:24,4,7,13,0,1
32,激励传播帮忙传发，一个四川乐山的钢筋工打工者，杨敏，请他速回四川乐山，直接到乐山市人民医院，家中洪水，父母双亡，老婆被洪水冲走音讯全无，妹妹伤势很严重，想见他最后一面。大爷：19113260753爱心接力。这个不转对不起自己的良心四川省乐山市公安局谢谢！十万火急-----谁的群多  ​​​ ...展开,20-8-19 20:32,0,0,0,0,0
33,帮忙传发，一个四川乐山的钢筋工打工者，杨敏，请他速回四川乐山，直接到乐山市人民医院，家中洪水，父母双亡，老婆被洪水冲走音讯全无，妹妹伤势很严重，想见他最后一面。大爷：19113260753爱心接力。这个不转对不起自己的良心四川省乐山市公安局谢谢！十万火急-----谁的群多 ​​​,20-8-19 23:55,0,0,0,0,0
34,#海洋#最有骨气的鱼，一旦被捕立马自杀，让人心疼！玩闹动物城的微博视频​​​,20-8-18 00:32,22,104,548,0,1
